52,XRP,XRP,xrp,1,3,2013-08-04T18:51:05.000Z,2020-02-09T15:19:00.000Z,0
53,Quark,QRK,quark,1,736,2013-08-25T17:46:22.000Z,2020-02-09T15:19:00.000Z,0
56,Zetacoin,ZET,zetacoin,1,1300,2013-09-11T01:47:21.000Z,2020-02-09T15:19:00.000Z,0
58,Sexcoin,SXC,sexcoin,1,2262,2013-12-09T01:17:12.000Z,2020-02-09T15:19:00.000Z,0
61,TagCoin,TAG,tagcoin,1,1473,2013-11-05T13:32:08.000Z,2020-02-09T15:19:00.000Z,0
64,FLO,FLO,flo,1,408,2013-11-27T06:01:46.000Z,2020-02-09T15:19:00.000Z,0
66,Nxt,NXT,nxt,1,197,2013-12-04T05:46:40.000Z,2020-02-09T15:19:00.000Z,0
67,Unobtanium,UNO,unobtanium,1,270,2013-12-21T18:17:35.000Z,2020-02-09T15:19:00.000Z,0
69,Datacoin,DTC,datacoin,1,1840,2013-12-07T19:47:06.000Z,2020-02-09T15:19:00.000Z,0
72,Deutsche eMark,DEM,deutsche-emark,1,1442,2013-12-15T01:52:15.000Z,2020-02-09T15:19:00.000Z,0
74,Dogecoin,DOGE,dogecoin,1,32,2013-12-15T14:42:34.000Z,2020-02-09T15:19:00.000Z,0
77,Diamond,DMD,diamond,1,777,2013-12-19T12:31:59.000Z,2020-02-09T15:19:00.000Z,0
80,Orbitcoin,ORB,orbitcoin,1,1205,2013-12-21T18:12:54.000Z,2020-02-09T15:19:00.000Z,0
83,Omni,OMNI,omni,1,1040,2013-12-24T23:37:41.000Z,2020-02-09T15:19:00.000Z,0
87,FedoraCoin,TIPS,fedoracoin,1,1224,2013-12-31T16:17:26.000Z,2020-02-09T15:19:00.000Z,0
89,Mooncoin,MOON,mooncoin,1,728,2014-01-06T06:47:31.000Z,2020-02-09T15:19:00.000Z,0
90,Dimecoin,DIME,dimecoin,1,849,2014-01-06T07:42:29.000Z,2020-02-09T15:19:00.000Z,0
93,42-coin,42,42-coin,1,925,2014-01-14T04:32:01.000Z,2020-02-09T15:19:00.000Z,0
99,Vertcoin,VTC,vertcoin,1,164,2014-01-20T05:27:57.000Z,2020-02-09T15:19:00.000Z,0
109,DigiByte,DGB,digibyte,1,63,2014-02-06T13:13:38.000Z,2020-02-09T15:19:00.000Z,0
113,SmartCoin,SMC,smartcoin,1,1884,2014-02-06T13:13:41.000Z,2020-02-09T15:19:01.000Z,0
118,ReddCoin,RDD,reddcoin,1,155,2014-02-10T00:58:17.000Z,2020-02-09T15:19:01.000Z,0
122,PotCoin,POT,potcoin,1,549,2014-02-10T04:23:33.000Z,2020-02-09T15:19:01.000Z,0
125,Blakecoin,BLC,blakecoin,1,1870,2014-02-12T06:50:14.000Z,2020-02-09T15:19:01.000Z,0
128,Maxcoin,MAX,maxcoin,1,1335,2014-02-12T13:33:59.000Z,2020-02-09T15:19:01.000Z,0
131,Dash,DASH,dash,1,16,2014-02-14T13:44:09.000Z,2020-02-09T15:19:01.000Z,0
132,Counterparty,XCP,counterparty,1,516,2014-02-15T13:59:36.000Z,2020-02-09T15:19:01.000Z,0
141,MintCoin,MINT,mintcoin,1,919,2014-02-19T13:39:53.000Z,2020-02-09T15:19:01.000Z,0
142,Aricoin,ARI,aricoin,1,1579,2014-02-20T13:40:57.000Z,2020-02-09T15:19:01.000Z,0
145,DopeCoin,DOPE,dopecoin,1,1294,2014-02-22T17:52:34.000Z,2020-02-09T15:19:01.000Z,0
148,Auroracoin,AUR,auroracoin,1,965,2014-02-27T05:33:27.000Z,2020-02-09T15:19:01.000Z,0
151,Pesetacoin,PTC,pesetacoin,1,1329,2014-02-22T17:52:40.000Z,2020-02-09T15:19:01.000Z,0
161,Pandacoin,PND,pandacoin-pnd,1,941,2014-02-27T05:33:33.000Z,2020-02-09T15:19:01.000Z,0
170,BlackCoin,BLK,blackcoin,1,678,2014-02-28T05:13:44.000Z,2020-02-09T15:19:01.000Z,0
175,Photon,PHO,photon,1,1372,2014-05-23T11:20:40.000Z,2020-02-09T15:19:01.000Z,0
181,Zeitcoin,ZEIT,zeitcoin,1,1317,2014-03-20T05:09:19.000Z,2020-02-09T15:19:01.000Z,0
182,Myriad,XMY,myriad,1,699,2014-03-08T15:56:28.000Z,2020-02-09T15:19:01.000Z,0
184,DNotes,NOTE,dnotes,1,957,2014-03-08T15:56:28.000Z,2020-02-09T15:19:01.000Z,0
201,Einsteinium,EMC2,einsteinium,1,282,2014-04-09T04:10:24.000Z,2020-02-09T15:19:01.000Z,0
205,Bitcoin Scrypt,BTCS,bitcoin-scrypt,1,1468,2014-03-17T05:14:42.000Z,2020-02-09T15:19:01.000Z,0
212,ECC,ECC,eccoin,1,664,2014-03-20T05:09:55.000Z,2020-02-09T15:19:01.000Z,0
213,MonaCoin,MONA,monacoin,1,51,2014-03-20T05:09:55.000Z,2020-02-09T15:19:01.000Z,0
215,Rubycoin,RBY,rubycoin,1,829,2014-03-20T05:09:56.000Z,2020-02-09T15:19:01.000Z,0
217,Bela,BELA,belacoin,1,1434,2014-03-20T05:10:07.000Z,2020-02-09T15:19:01.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2e98a6804e4b6c832ed0ca876a943abd3400b224'}"
233,SolarCoin,SLR,solarcoin,1,943,2014-03-29T15:35:11.000Z,2020-02-09T15:19:01.000Z,0
234,e-Gulden,EFL,e-gulden,1,908,2014-03-26T12:44:50.000Z,2020-02-09T15:19:01.000Z,0
254,Gulden,NLG,gulden,1,378,2014-04-08T04:11:00.000Z,2020-02-09T15:19:02.000Z,0
258,Groestlcoin,GRS,groestlcoin,1,185,2014-04-11T20:45:53.000Z,2020-02-09T15:19:01.000Z,0
260,PetroDollar,XPD,petrodollar,1,761,2014-04-15T04:36:55.000Z,2020-02-09T15:19:02.000Z,0
263,PLNcoin,PLNC,plncoin,1,1945,2014-04-15T04:36:58.000Z,2020-02-09T15:19:02.000Z,0
268,WhiteCoin,XWC,whitecoin,1,592,2014-04-18T12:12:07.000Z,2020-02-09T15:19:02.000Z,0
275,PopularCoin,POP,popularcoin,1,1529,2014-04-23T12:01:13.000Z,2020-02-09T15:19:02.000Z,0
276,Bitstar,BITS,bitstar,1,1405,2014-04-23T12:01:13.000Z,2020-02-09T15:19:02.000Z,0
278,Quebecoin,QBC,quebecoin,1,1916,2014-04-23T12:01:15.000Z,2020-02-09T15:19:02.000Z,0
290,BlueCoin,BLU,bluecoin,1,1469,2014-04-28T03:21:26.000Z,2020-02-09T15:19:02.000Z,0
291,MaidSafeCoin,MAID,maidsafecoin,1,94,2014-04-28T03:21:26.000Z,2020-02-09T15:19:02.000Z,"{'id': 83, 'name': 'Omni', 'symbol': 'OMNI', 'slug': 'omni', 'token_address': '3'}"
293,Bitcoin Plus,XBC,bitcoin-plus,1,1044,2014-05-04T01:31:45.000Z,2020-02-09T15:19:02.000Z,0
295,BTCtalkcoin,TALK,btctalkcoin,1,1688,2014-05-02T17:53:21.000Z,2020-02-09T15:19:02.000Z,0
298,NewYorkCoin,NYC,newyorkcoin,1,854,2014-05-06T12:17:49.000Z,2020-02-09T15:19:02.000Z,0
313,Pinkcoin,PINK,pinkcoin,1,1027,2014-05-11T17:08:10.000Z,2020-02-09T15:19:02.000Z,0
316,Dreamcoin,DRM,dreamcoin,1,1780,2014-05-13T04:03:16.000Z,2020-02-09T15:19:02.000Z,0
322,Energycoin,ENRG,energycoin,1,1370,2014-05-15T12:42:25.000Z,2020-02-09T15:19:02.000Z,0
323,VeriCoin,VRC,vericoin,1,759,2014-05-16T12:13:34.000Z,2020-02-09T15:19:02.000Z,0
328,Monero,XMR,monero,1,14,2014-05-21T01:41:13.000Z,2020-02-09T15:19:02.000Z,0
331,Litecoin Plus,LCP,litecoin-plus,1,1545,2014-05-21T03:17:29.000Z,2020-02-09T15:19:02.000Z,0
333,Curecoin,CURE,curecoin,1,918,2014-05-26T18:12:11.000Z,2020-02-09T15:19:02.000Z,0
341,SuperCoin,SUPER,supercoin,1,1397,2014-05-26T16:31:29.000Z,2020-02-09T15:19:02.000Z,0
350,BoostCoin,BOST,boostcoin,1,1808,2014-05-30T04:07:30.000Z,2020-02-09T15:19:02.000Z,0
360,Motocoin,MOTO,motocoin,1,1216,2014-06-03T12:47:54.000Z,2020-02-09T15:19:02.000Z,0
362,CloakCoin,CLOAK,cloakcoin,1,559,2014-06-07T00:08:01.000Z,2020-02-09T15:19:02.000Z,0
366,BitSend,BSD,bitsend,1,1353,2014-06-08T14:20:12.000Z,2020-02-09T15:19:02.000Z,0
367,Coin2.1,C2,coin2-1,1,1702,2014-06-08T14:20:12.000Z,2020-02-09T15:19:02.000Z,0
372,Bytecoin,BCN,bytecoin-bcn,1,81,2014-06-17T13:01:53.000Z,2020-02-09T15:19:02.000Z,0
377,NavCoin,NAV,nav-coin,1,392,2014-06-12T11:43:36.000Z,2020-02-09T15:19:02.000Z,0
389,Startcoin,START,startcoin,1,1437,2014-06-15T14:58:33.000Z,2020-02-09T15:19:02.000Z,0
405,DigitalNote,XDN,digitalnote,1,564,2014-06-24T12:58:43.000Z,2020-02-09T15:19:02.000Z,0
406,Boolberry,BBR,boolberry,1,655,2014-06-24T12:58:43.000Z,2020-02-09T15:19:02.000Z,0
416,HempCoin,THC,hempcoin,1,912,2014-06-28T16:33:33.000Z,2020-02-09T15:19:02.000Z,0
448,Stealth,XST,stealth,1,764,2014-07-10T12:16:32.000Z,2020-02-09T15:19:02.000Z,0
460,Clams,CLAM,clams,1,795,2014-08-26T02:34:53.000Z,2020-02-09T15:19:02.000Z,0
463,BitShares,BTS,bitshares,1,70,2014-07-21T03:44:18.000Z,2020-02-09T15:19:02.000Z,0
470,Viacoin,VIA,viacoin,1,469,2014-07-18T12:24:19.000Z,2020-02-09T15:19:02.000Z,0
495,I/O Coin,IOC,iocoin,1,786,2014-08-02T18:34:22.000Z,2020-02-09T15:19:02.000Z,0
501,Cryptonite,XCN,cryptonite,1,1569,2014-08-02T21:19:20.000Z,2020-02-09T15:19:02.000Z,0
502,Carboncoin,CARBON,carboncoin,1,1503,2014-08-02T21:19:20.000Z,2020-02-09T15:19:02.000Z,0
506,CannabisCoin,CANN,cannabiscoin,1,1008,2014-08-02T22:04:20.000Z,2020-02-09T15:19:02.000Z,0
512,Stellar,XLM,stellar,1,13,2014-08-05T05:44:19.000Z,2020-02-09T15:19:02.000Z,0
513,Titcoin,TIT,titcoin,1,1842,2014-08-26T02:34:55.000Z,2020-02-09T15:19:02.000Z,0
520,Virtacoin,VTA,virtacoin,1,1941,2014-08-09T17:54:19.000Z,2020-02-09T15:19:02.000Z,0
536,Joincoin,J,joincoin,1,1902,2014-08-26T02:34:56.000Z,2020-02-09T15:19:02.000Z,0
541,Syscoin,SYS,syscoin,1,184,2014-08-20T11:04:21.000Z,2020-02-09T15:19:02.000Z,0
558,Emercoin,EMC,emercoin,1,518,2014-08-23T21:24:22.000Z,2020-02-09T15:19:02.000Z,0
572,RabbitCoin,RBBT,rabbitcoin,1,2315,2014-08-30T22:24:22.000Z,2020-02-09T15:19:02.000Z,0
573,Burst,BURST,burst,1,351,2014-08-30T22:24:22.000Z,2020-02-09T15:19:02.000Z,0
576,GameCredits,GAME,gamecredits,1,525,2014-09-01T16:54:21.000Z,2020-02-09T15:19:02.000Z,0
584,NativeCoin,N8V,native-coin,1,565,2014-09-06T15:54:23.000Z,2020-02-09T15:19:02.000Z,0
588,Ubiq,UBQ,ubiq,1,537,2014-09-07T21:39:22.000Z,2020-02-09T15:19:02.000Z,0
597,Opal,OPAL,opal,1,1508,2014-09-13T17:14:25.000Z,2020-02-09T15:19:02.000Z,0
601,Acoin,ACOIN,acoin,1,1731,2014-09-13T19:44:22.000Z,2020-02-09T15:19:02.000Z,0
623,bitUSD,BITUSD,bitusd,1,729,2014-09-23T04:24:22.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'USD'}"
624,bitCNY,BITCNY,bitcny,1,450,2014-09-23T04:24:22.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'CNY'}"
625,bitBTC,BITBTC,bitbtc,1,1603,2014-09-23T04:24:21.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'BTC'}"
626,NuBits,USNBT,nubits,1,1002,2014-09-24T01:34:23.000Z,2020-02-09T15:19:02.000Z,0
629,Magi,XMG,magi,1,1304,2014-09-24T03:04:23.000Z,2020-02-09T15:19:02.000Z,0
633,ExclusiveCoin,EXCL,exclusivecoin,1,1202,2014-09-30T07:54:21.000Z,2020-02-09T15:19:02.000Z,0
638,Trollcoin,TROLL,trollcoin,1,1358,2014-09-30T07:54:22.000Z,2020-02-09T15:19:02.000Z,0
644,GlobalBoost-Y,BSTY,globalboost-y,1,1390,2014-10-03T12:39:24.000Z,2020-02-09T15:19:02.000Z,0
656,Prime-XI,PXI,prime-xi,1,1979,2014-10-04T20:54:34.000Z,2020-02-09T15:19:02.000Z,0
693,Verge,XVG,verge,1,77,2014-10-25T22:14:26.000Z,2020-02-09T15:19:02.000Z,0
699,NuShares,NSR,nushares,1,827,2014-10-25T23:14:26.000Z,2020-02-09T15:19:02.000Z,"{'id': 626, 'name': 'NuBits', 'symbol': 'USNBT', 'slug': 'nubits', 'token_address': ''}"
702,SpreadCoin,SPR,spreadcoin,1,1758,2014-10-26T23:24:27.000Z,2020-02-09T15:19:02.000Z,0
703,Rimbit,RBT,rimbit,1,1668,2014-10-26T23:24:28.000Z,2020-02-09T15:19:02.000Z,0
706,MonetaryUnit,MUE,monetaryunit,1,870,2014-11-01T20:59:25.000Z,2020-02-09T15:19:02.000Z,0
707,Blocknet,BLOCK,blocknet,1,305,2014-11-01T21:19:26.000Z,2020-02-09T15:19:02.000Z,0
719,Limitless VIP,VIP,limitless-vip,1,1439,2014-11-08T22:54:25.000Z,2020-02-09T15:19:02.000Z,0
720,Crown,CRW,crown,1,801,2014-11-08T22:54:25.000Z,2020-02-09T15:19:02.000Z,0
730,GCN Coin,GCN,gcn-coin,1,1518,2014-11-16T23:54:26.000Z,2020-02-09T15:19:02.000Z,0
733,Quotient,XQN,quotient,1,2334,2014-11-23T20:09:28.000Z,2020-02-09T15:19:02.000Z,0
760,OKCash,OK,okcash,1,722,2014-12-14T03:29:25.000Z,2020-02-09T15:19:02.000Z,0
764,PayCoin,XPY,paycoin2,1,1725,2014-12-16T05:34:25.000Z,2020-02-09T15:19:02.000Z,0
778,bitGold,BITGOLD,bitgold,1,1747,2015-01-04T20:29:24.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'GOLD'}"
789,Nexus,NXS,nexus,1,290,2015-01-25T18:54:23.000Z,2020-02-09T15:19:02.000Z,0
799,SmileyCoin,SMLY,smileycoin,1,1165,2015-01-28T04:49:22.000Z,2020-02-09T15:19:02.000Z,0
813,bitSilver,BITSILVER,bitsilver,1,1839,2015-02-25T13:14:26.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'SILVER'}"
815,Kobocoin,KOBO,kobocoin,1,1563,2015-02-15T15:14:25.000Z,2020-02-09T15:19:02.000Z,0
819,Bean Cash,BITB,bean-cash,1,843,2015-02-18T13:19:25.000Z,2020-02-09T15:19:02.000Z,0
823,GeoCoin,GEO,geocoin,1,1019,2015-02-22T02:14:25.000Z,2020-02-09T15:19:02.000Z,"{'id': 588, 'name': 'Ubiq', 'symbol': 'UBQ', 'slug': 'ubiq', 'token_address': '0x500684ce0d4f04abedff3e54fcf8acc5e6cfc4bd'}"
825,Tether,USDT,tether,1,6,2015-02-25T13:34:26.000Z,2020-02-09T15:19:02.000Z,"{'id': 83, 'name': 'Omni', 'symbol': 'OMNI', 'slug': 'omni', 'token_address': '31'}"
831,Wild Beast Block,WBB,wild-beast-block,1,1952,2015-02-28T17:14:25.000Z,2020-02-09T15:19:02.000Z,0
833,GridCoin,GRC,gridcoin,1,872,2015-02-28T18:24:26.000Z,2020-02-09T15:19:02.000Z,0
837,X-Coin,XCO,x-coin,1,1714,2015-03-06T04:34:28.000Z,2020-02-09T15:19:02.000Z,0
853,LiteDoge,LDOGE,litedoge,1,1407,2015-03-19T05:34:27.000Z,2020-02-09T15:19:02.000Z,0
857,SongCoin,SONG,songcoin,1,2008,2015-03-23T01:59:27.000Z,2020-02-09T15:19:02.000Z,0
873,NEM,XEM,nem,1,28,2015-04-01T00:29:41.000Z,2020-02-09T15:19:02.000Z,0
894,Neutron,NTRN,neutron,1,1158,2015-04-21T12:14:28.000Z,2020-02-09T15:19:02.000Z,0
895,Xaurum,XAUR,xaurum,1,601,2015-04-21T12:19:28.000Z,2020-02-09T15:19:02.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4DF812F6064def1e5e029f1ca858777CC98D2D81'}"
898,Californium,CF,californium,1,1872,2015-04-21T12:14:28.000Z,2020-02-09T15:19:02.000Z,0
911,Advanced Internet Blocks,AIB,advanced-internet-blocks,1,1553,2015-04-30T04:24:26.000Z,2020-02-09T15:19:02.000Z,0
914,Sphere,SPHR,sphere,1,907,2015-05-02T15:49:25.000Z,2020-02-09T15:19:02.000Z,0
916,MedicCoin,MEDIC,mediccoin,1,1648,2015-05-04T03:19:25.000Z,2020-02-09T15:19:02.000Z,0
918,Bubble,BUB,bubble,1,2304,2015-05-07T03:04:26.000Z,2020-02-09T15:19:02.000Z,0
920,SounDAC,XSD,bitshares-music,1,1593,2015-05-07T03:09:26.000Z,2020-02-09T15:19:02.000Z,0
921,Universal Currency,UNIT,universal-currency,1,1412,2015-05-07T03:04:26.000Z,2020-02-09T15:19:02.000Z,0
934,ParkByte,PKB,parkbyte,1,1805,2015-05-19T00:34:26.000Z,2020-02-09T15:19:02.000Z,0
938,ARbit,ARB,arbit,1,1909,2015-05-21T04:14:25.000Z,2020-02-09T15:19:02.000Z,0
945,Bata,BTA,bata,1,1599,2015-05-29T11:44:27.000Z,2020-02-09T15:19:02.000Z,0
948,AudioCoin,ADC,audiocoin,1,1341,2015-06-05T12:59:27.000Z,2020-02-09T15:19:02.000Z,0
951,Synergy,SNRG,synergy,1,1379,2015-06-08T04:44:28.000Z,2020-02-09T15:19:02.000Z,0
954,bitEUR,BITEUR,biteur,1,1441,2015-06-08T20:39:30.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'EUR'}"
960,FujiCoin,FJC,fujicoin,1,1277,2015-06-14T16:54:26.000Z,2020-02-09T15:19:02.000Z,0
977,GravityCoin,GXX,gravitycoin,1,1493,2015-06-26T12:34:27.000Z,2020-02-09T15:19:02.000Z,0
978,Ratecoin,XRA,ratecoin,1,1661,2015-06-26T12:34:27.000Z,2020-02-09T15:19:02.000Z,0
986,CrevaCoin,CREVA,crevacoin,1,1971,2015-07-07T15:49:27.000Z,2020-02-09T15:19:02.000Z,0
990,Bitzeny,ZNY,bitzeny,1,1739,2015-07-09T15:34:27.000Z,2020-02-09T15:19:02.000Z,0
993,BowsCoin,BSC,bowscoin,1,1914,2015-07-13T20:39:31.000Z,2020-02-09T15:19:02.000Z,0
1004,Hellenic Coin,HNC,helleniccoin,1,1337,2015-07-21T16:39:28.000Z,2020-02-09T15:19:02.000Z,0
1008,Capricoin,CPC,capricoin,1,1631,2015-07-23T13:39:29.000Z,2020-02-09T15:19:02.000Z,0
1019,Manna,MANNA,manna,1,1313,2015-07-27T15:54:27.000Z,2020-02-09T15:19:02.000Z,0
1020,Axiom,AXIOM,axiom,1,2335,2015-07-30T03:04:30.000Z,2020-02-09T15:19:02.000Z,0
1022,LEOcoin,LEO,leocoin,1,1088,2015-08-04T18:09:29.000Z,2020-02-09T15:19:02.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf97b5d65da6b0468b90d531ddae2a69843e6797d'}"
1026,Aeon,AEON,aeon,1,609,2015-08-04T18:09:29.000Z,2020-02-09T15:19:02.000Z,0
1027,Ethereum,ETH,ethereum,1,2,2015-08-07T14:49:30.000Z,2020-02-09T15:19:02.000Z,0
1032,TransferCoin,TX,transfercoin,1,1210,2015-08-21T02:09:30.000Z,2020-02-09T15:19:02.000Z,0
1033,GuccioneCoin,GCC,guccionecoin,1,1658,2015-08-21T02:09:30.000Z,2020-02-09T15:19:02.000Z,0
1035,AmsterdamCoin,AMS,amsterdamcoin,1,1561,2015-08-21T02:09:30.000Z,2020-02-09T15:19:02.000Z,0
1037,Agoras Tokens,AGRS,agoras-tokens,1,2180,2015-08-24T02:49:28.000Z,2020-02-09T15:19:02.000Z,"{'id': 83, 'name': 'Omni', 'symbol': 'OMNI', 'slug': 'omni', 'token_address': '58'}"
1038,Eurocoin,EUC,eurocoin,1,1844,2015-08-24T02:49:28.000Z,2020-02-09T15:19:02.000Z,0
1042,Siacoin,SC,siacoin,1,67,2015-08-26T18:19:28.000Z,2020-02-09T15:19:02.000Z,0
1044,Global Currency Reserve,GCR,global-currency-reserve,1,783,2015-08-26T18:19:28.000Z,2020-02-09T15:19:02.000Z,0
1050,Shift,SHIFT,shift,1,1171,2015-09-05T13:49:28.000Z,2020-02-09T15:19:02.000Z,0
1052,VectorAI,VEC2,vector,1,1961,2015-09-04T16:39:29.000Z,2020-02-09T15:19:02.000Z,0
1053,Bolivarcoin,BOLI,bolivarcoin,1,1482,2015-09-08T21:29:25.000Z,2020-02-09T15:19:02.000Z,0
1063,BitCrystals,BCY,bitcrystals,1,994,2015-09-14T17:29:26.000Z,2020-02-09T15:19:02.000Z,"{'id': 132, 'name': 'Counterparty', 'symbol': 'XCP', 'slug': 'counterparty', 'token_address': 'BITCRYSTALS'}"
1066,Pakcoin,PAK,pakcoin,1,1369,2015-09-15T20:04:27.000Z,2020-02-09T15:19:02.000Z,0
1070,Expanse,EXP,expanse,1,968,2015-09-15T20:04:27.000Z,2020-02-09T15:19:02.000Z,0
1082,SIBCoin,SIB,sibcoin,1,1005,2015-09-25T22:19:29.000Z,2020-02-09T15:19:02.000Z,0
1085,Swing,SWING,swing,1,1544,2015-09-28T15:44:31.000Z,2020-02-09T15:19:02.000Z,0
1087,Factom,FCT,factom,1,161,2015-10-06T01:34:29.000Z,2020-02-09T15:19:02.000Z,0
1089,ParallelCoin,DUO,parallelcoin,1,1416,2015-10-24T16:24:28.000Z,2020-02-09T15:19:02.000Z,0
1090,Save and Gain,SANDG,save-and-gain,1,1987,2015-10-12T16:30:37.000Z,2020-02-09T15:19:02.000Z,0
1104,Augur,REP,augur,1,40,2015-10-27T17:14:30.000Z,2020-02-09T15:19:02.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9b6ad760e32412f4a445e862'}"
1106,StrongHands,SHND,stronghands,1,1133,2015-10-30T18:09:28.000Z,2020-02-09T15:19:02.000Z,0
1107,PAC Global,PAC,pac-global,1,768,2015-11-02T21:59:27.000Z,2020-02-09T15:19:02.000Z,0
1109,Elite,1337,1337coin,1,1050,2015-11-09T18:19:28.000Z,2020-02-09T15:19:02.000Z,0
1113,SecretCoin,SCRT,secretcoin,1,1832,2015-11-16T21:54:30.000Z,2020-02-09T15:19:02.000Z,0
1120,DraftCoin,DFT,draftcoin,1,1647,2015-11-23T19:59:28.000Z,2020-02-09T15:19:02.000Z,0
1123,OBITS,OBITS,obits,1,1312,2015-11-30T05:44:28.000Z,2020-02-09T15:19:02.000Z,"{'id': 463, 'name': 'BitShares', 'symbol': 'BTS', 'slug': 'bitshares', 'token_address': 'OBITS'}"
1135,ClubCoin,CLUB,clubcoin,1,2283,2015-12-21T17:49:32.000Z,2020-02-09T15:19:02.000Z,0
1136,Adzcoin,ADZ,adzcoin,1,1613,2015-12-26T00:39:30.000Z,2020-02-09T15:19:02.000Z,0
1141,Moin,MOIN,moin,1,1610,2016-01-04T20:49:32.000Z,2020-02-09T15:19:02.000Z,0
1146,AvatarCoin,AV,avatarcoin,1,2336,2016-01-05T18:30:15.000Z,2020-02-09T15:19:02.000Z,0
1148,EverGreenCoin,EGC,evergreencoin,1,1263,2016-01-10T19:50:31.000Z,2020-02-09T15:19:02.000Z,0
1153,Creditbit,CRB,creditbit,1,1885,2016-01-16T21:19:28.000Z,2020-02-09T15:19:02.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xAef38fBFBF932D1AeF3B808Bc8fBd8Cd8E1f8BC5'}"
1154,Radium,RADS,radium,1,683,2016-01-18T07:54:28.000Z,2020-02-09T15:19:02.000Z,0
1155,Litecred,LTCR,litecred,1,1849,2016-01-21T15:59:29.000Z,2020-02-09T15:19:02.000Z,0
1156,Yocoin,YOC,yocoin,1,1388,2016-01-21T17:00:21.000Z,2020-02-09T15:19:02.000Z,0
1159,SaluS,SLS,salus,1,338,2016-01-22T17:39:30.000Z,2020-02-09T15:19:03.000Z,0
