5279,Sologenic,SOLO,sologenic,1,2074,2020-03-06T22:19:05.000Z,2020-03-25T16:14:07.000Z,"{'id': 52, 'name': 'XRP', 'symbol': 'XRP', 'slug': 'xrp', 'token_address': ''}"
5280,Bloomzed Token,BZT,bloomzed-token,1,455,2020-03-09T21:24:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d5516103752b3954d95621f470a8261151da2e4'}"
5285,Tweebaa,TWEE,tweebaa,1,2073,2020-03-10T22:49:13.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2b6ff53fc2493ccd5202d80a6c439741414c5ff2'}"
5286,KingMoney,KIM,kingmoney,1,2110,2020-03-10T22:49:13.000Z,2020-03-25T16:14:07.000Z,
5291,LUCY,LUCY,lucy,1,2037,2020-03-16T21:19:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1750, 'name': 'GXChain', 'symbol': 'GXC', 'slug': 'gxchain', 'token_address': 'LUCY'}"
5292,The Tokenized Bitcoin,imBTC,the-tokenized-bitcoin,1,2312,2020-03-16T05:24:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3212b29E33587A00FB1C83346f5dBFA69A458923'}"
5294,3X Short BNB Token,BNBBEAR,3x-short-bnb-token,1,2055,2020-03-11T08:24:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6febdfc0a9d9502c45343fce0df08828def44795'}"
5295,3X Long BNB Token,BNBBULL,3x-long-bnb-token,1,2052,2020-03-11T08:24:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9d1a62c2ad99019768b9126fda004a9952853f6e'}"
5298,SuperSkynet,SSN,superskynet,1,2173,2020-03-11T21:34:09.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa5b46ff9a887180c8fb2d97146398ddfc5fef1cd'}"
5299,HyperDAO,HDAO,hyperdao,1,2048,2020-03-12T00:34:10.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x74faab6986560fd1140508e4266d8a7b87274ffd'}"
5304,MorCrypto Coin,MOR,morcrypto-coin,1,2171,2020-03-12T00:39:06.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb92f3223cfb4d4f22a1129df02c06cb353125196'}"
5305,BTSE,BTSE,btse,1,2136,2020-03-12T03:19:09.000Z,2020-03-25T16:14:07.000Z,
5310,Instantily,TILY,instantily,1,2229,2020-03-12T23:59:11.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x834625F5D8B006D70a6CaAEeF73C29442F156dAF'}"
5312,Spockchain Network,SPOK,spockchain-network,1,2121,2020-03-13T01:59:15.000Z,2020-03-25T16:14:07.000Z,
5313,CONTRACOIN,CTCN,contracoin,1,2199,2020-03-13T20:04:14.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8'}"
5316,0cash,ZCH,0cash,1,2295,2020-03-25T02:24:06.000Z,2020-03-25T16:14:07.000Z,
5320,Bonorum,BONO,bonorum,1,2102,2020-03-16T01:59:16.000Z,2020-03-25T16:14:07.000Z,
5325,BIKI,BIKI,biki,1,2060,2020-03-16T02:39:05.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x70debcdab2ef20be3d1dbff6a845e9ccb6e46930'}"
5328,WOM Protocol,WOM,wom-protocol,1,2079,2020-03-17T01:54:15.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa982b2e19e90b2d9f7948e9c1b65d119f1ce88d6'}"
5329,Largo Coin,LRG,largo-coin,1,2235,2020-03-17T02:04:14.000Z,2020-03-25T16:14:07.000Z,
5331,Zelerius,ZLS,zelerius,1,2263,2020-03-18T02:14:13.000Z,2020-03-25T16:14:07.000Z,
5334,RAKUN,RAKU,rakun,1,2113,2020-03-19T04:39:09.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x51bc0deaf7bbe82bc9006b0c3531668a4206d27f'}"
5339,RAKSUR,RAS,raksur,1,2224,2020-03-25T02:24:06.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x393fac0773c765c80dc887451377d553c46f83b1'}"
5343,Five Star Coin,FSC,five-star-coin,1,2322,2020-03-19T01:34:14.000Z,2020-03-25T16:14:07.000Z,
5345,Boogle,BOO,boogle,1,2096,2020-03-19T01:49:15.000Z,2020-03-25T16:14:07.000Z,
5347,AdsByWiFi,WADS,adsbywifi,1,2115,2020-03-21T00:29:13.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x24b80fba4b2ecaf0c4df522354408f0a59a775c8'}"
5354,MarketPeak,PEAK,marketpeak,1,2255,2020-03-23T02:34:07.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x633eE3fbE5ffc05bD44Ecd8240732fF9ef9Dee1d'}"
5355,Chainpay,CPAY,chainpay,1,2186,2020-03-23T02:39:15.000Z,2020-03-25T16:14:07.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5825fba40871aaacba45e4b34629abb86520b807'}"
5365,Historia,HTA,historia,1,2304,2020-03-24T04:09:06.000Z,2020-03-25T16:14:07.000Z,
